Sentence,jfr,jannik,MaxK,student1,student2,arjen
"The Field of Regard is then expressed as a ± deviation from this position, e.g. the Nominal Field of Regard of 50% of the sky is written as 90°±30°.",0,,,,,
"For the purposes of the Assessment Phase, the calculation of the LAD Effective Detector Operating Temperature can occur at Module-level, under the assumption that the temperature of the detectors across one Module is constant.",0,,,,,
"LOFT is intended to answer fundamental questions about the motion of matter orbiting close to the event horizon of a black hole, and the state of matter in neutron stars, by detecting their very rapid X-ray flux and spectral variability.",0,,,,,
"High-time-resolution X-ray observations of compact objects provide direct access to strong-field gravity, black hole masses and spins, and the equation of state of ultra-dense matter.",1,,,,,
"Due to an innovative design and the development of large monolithic silicon drift detectors, the Large Area Detector (LAD) on board LOFT will achieve an effective area of ~10 m^2 (more than an order of magnitude larger than current space-borne X-ray detectors) in the 2-30 keV range (up to 80 keV in expanded mode).",1,,,,,
"With this large area and a nominal spectral resolution of <260 eV over the entire band, LOFT will revolutionise the study of collapsed objects in our galaxy and of the brightest supermassive black holes in active galactic nuclei, yielding unprecedented information on strongly curved space-times and matter under extreme conditions of pressure and magnetic field strength.",0,,,,,
"This, combined with the burst-alert function, means that LOFT will provide an extremely valuable resource to the x-ray astronomy community.",0,,,,,
The scientific objectives are be achieved through the measurement of the X-ray photometric light curves and spectra of a range of different astrophysical target classes.,1,,,,,
"The targets are all compact objects (neutron stars, black holes and AGN) therefore the measurement requires no imaging capability.",1,,,,,
Targets will be selected by a pointing a collimating structure that discriminates the required source from the background of diffuse or nearby X-ray emitting sources.,0,,,,,
"A large effective collecting area ensures that sufficient photons can be collected to accumulate spectra and precision photometry, over the variability time scales of interest for the different target classes.",1,,,,,
"A complementary measurement will take place to monitor a large fraction of the instantaneously visible sky for transients and outbursts that allows for Targets of Opportunity, as well as long term source monitoring.",1,,,,,
"This measurement is enabled by a coded mask imaging technique, providing time- and energy sliced images of the available field of view, as well as spectra and light curves of busts and transients.",1,,,,,
"The ESA ground segment (Kourou and Malindi) provides the means and resources to manage and control the mission via telecommands, to receive and process the telemetry from the satellite, and to disseminate and archive the generated products.",1,,,,,
The platform-provider will provide the TM-function on-board the SC to allow the WFM to transmit the LBAS packet to ground.,1,,,,,
"The mission operation centre (MOC) is responsible for the operations of the spacecraft and instruments, for ensuring the spacecraft safety and health, for provision of flight dynamics support including determination and control of the satellite’s orbit and attitude and for provision of auxiliary data to the Science Operation Centre (SOC).",1,,,,,
It is considered as a component of the system until the end of the launcher mission.,1,,,,,
Requirements for which an allocation between the payload and platform is yet to take place; these requirements do not have directly derived requirements in the spacecraft requirements section 5.,0,,,,,
"A FoR of 35% of the sky can be achieved, for example, if the LAD solar aspect angle can be varied between 90±~20°.",1,,,,,
The LAD Nominal Field of Regard (FoR) should be at least 75% of the sky at the beginning of the Nominal Operations Phase.,0,,,,,
The LAD Degraded Field of Regard (FoR) shall be at least 50% of the sky at the end of the Nominal Operations Phase.,0,,,,,
"A FoR of 50% of the sky can be achieved, for example, if the LAD solar aspect angle can be varied between 90±30.",1,,,,,
