Sentence,jfr,jannik,MaxK,student1,student2,arjen
To avoid asteroid escape via solar radiation pressure.,,,,,,0
The electrical design shall comply with the requirements of [RD6].,,,,,,0
Start of proximity operations defined in chapter 13.2.,,,,,,0
"R-GNC-050 During sampling operations, the AOCS/GNC system shall prevent total attitude excursions larger than 30 degrees (TBC) (with respect to the local vertical) and attitude rates larger than 5 deg/s (TBC).",,,,,,0
For instance to avoid the solar panels to hit the surface and further re-ascent with a safe attitude.,,,,,,0
"The AOCS system shall be able to maintain during safe mode the composite in a Sun-pointing attitude using a minimum of the onboard resources while ensuring power generation, a survivable thermal environment and ground communication for vital equipment.",,,,,,1
"R-GNC-070 In the event of unavailability of the star trackers, the AOCS/GNC shall have the capability to maintain and propagate attitude estimation whilst meeting the relevant pointing requirements.",,,,,,0
"The spacecraft data handling system shall cope with the data transfer and storage requirements of the various spacecraft sub-systems, including payload, at any stage of the mission.",,,,,,0
The DHS shall be able to receive TC and send TM from/to ground at the same time.,,,,,,0
The DHS shall be able to command the instruments and equipment onboard.,,,,,,0
The DHS shall provide reconfiguration capabilities in case of failure detection.,,,,,,0
The DHS shall manage the redundancy for the relevant sub-systems.,,,,,,0
"R-DHS-060 During touchdown/sampling operations, the DHS shall provide the capability to store the scientific and housekeeping data generated by the complete close-up camera and sampling operations cycle.",,,,,,1
The DHS system shall support uplink and downlink file transfer.,,,,,,0
The DHS shall provide the storage capability such that all science data can be downlinked (R-SYS-410/420/430) during proximity operations and assuming 2 consecutive downlink windows (i.e. 2 consecutive daily windows) are missed.,,,,,,1
The propulsion system shall cope with all operations and associated Delta-V/thrust requirements incl.,,,,,,0
The propulsion sub-system shall be designed to be compatible with any operational S/C attitude.,,,,,,0
The main engine and any reaction control thruster shall be thermally qualified for such environmental conditions.,,,,,,0
The propulsion sub-system thermal design shall assure that the minimum predicted temperatures of any wetted component or surface contacting the propellant remain at least 10oC above the maximum freezing point of the onboard propellant.,,,,,,0
"The performances of the propulsion system in terms of total impulse and margin shall satisfy the requirements imposed by the mission, the trajectory analysis and the overall system requirements.",,,,,,0
R-COM-020 Real-time data shall be provided directly to Earth during descent and sampling allowing monitoring of the major events.,,,,,,1
Beagle 2 recommendations: get a minimum health status of the S/C throughout descent.,,,,,,1
The communication system shall support the two-way Ranging and Doppler measurements of the S/C throughout all mission phases and ΔDOR if high- precision navigation is required (e.g. RSE campaign) TBC.,,,,,,0
R-COM-060 Science data shall be downlinked by the spacecraft in X-band.,,,,,,0
The maximum bit error rate during data downlink shall be better than 10-5.,,,,,,1
The telecommunication equipment shall support the RSE as specified in [RD16].,,,,,,0
"If Ka-band is required for science, this shall be considered as a science instrument.",,,,,,0
"R-COM-130 All images taken by navigation cameras and required to be sent to ground (e.g. asteroid shape model, local slopes around sampling sites, etc.",,,,,,0
"The spacecraft structure shall support the mechanical static and dynamic loads encountered during its entire lifetime, including: manufacturing, handling, transportation, testing, launch and in-orbit operations (incl.",,,,,,1
The structural design shall be based on simple load paths.,,,,,,0
The structural design shall provide a minimum margin of 15% over the minimum frequencies specified by the Launcher User Manual [AD8] before verification of S/C dynamic properties by test.,,,,,,1
"The sampling mechanism shall have the capability to collect cm-sized fragments, plus a large amount (minimum several grams) of small particles (100s of μm-sized to mms-sized).",,,,,,0
Determine whether the sampling operation was successful or not.,,,,,,0
R-MEC-060 All mechanisms involved in the SATCS chain shall be cleaned so as to fulfil levels specified in R-CON-010/R-SYS-370 and according to the standards defined in R-CON-040.,,,,,,0
